Gene ID,Gene Name or Symbol,Product Description
CNAG_04129,N/A,hypothetical protein
CNAG_04130,N/A,hypothetical protein
CNAG_04131,N/A,antiviral helicase SKI2
CNAG_04132,N/A,pre-mRNA-splicing factor cwc2
CNAG_04133,N/A,hypothetical protein
CNAG_04136,N/A,methylthioribose-1-phosphate isomerase
CNAG_04137,N/A,hypothetical protein
CNAG_04138,N/A,hypothetical protein
CNAG_04139,N/A,hypothetical protein
CNAG_04140,N/A,hypothetical protein
CNAG_04141,N/A,vacuolar protein
CNAG_04142,N/A,tartrate transporter
CNAG_04143,N/A,hypothetical protein
CNAG_04146,N/A,hypothetical protein
CNAG_04147,N/A,ATP-dependent rRNA helicase RRP3
CNAG_04148,N/A,NEK protein kinase
CNAG_04149,N/A,nuclear pore complex protein Nup107
CNAG_04150,N/A,hypothetical protein
CNAG_04151,N/A,oxysterol-binding protein
CNAG_04152,N/A,protein phosphatase methylesterase 1
CNAG_04153,N/A,hypothetical protein
CNAG_04154,N/A,hypothetical protein
CNAG_04155,N/A,small nuclear ribonucleoprotein E
CNAG_04156,N/A,Homoserine kinase
CNAG_04157,N/A,kinetochore protein Mis12/MTW1
CNAG_04158,N/A,Nucleosome assembly complex protein
CNAG_04159,N/A,ariadne-1
CNAG_04160,N/A,hypothetical protein
CNAG_04161,N/A,hypothetical protein
CNAG_04162,N/A,AGC/PKA protein kinase
CNAG_04163,N/A,hypothetical protein
CNAG_04164,N/A,hypothetical protein
CNAG_04165,N/A,hypothetical protein
CNAG_04166,N/A,smad nuclear-interacting protein 1
CNAG_04167,N/A,hypothetical protein
CNAG_04168,N/A,histone H1/5
CNAG_04169,N/A,holo-[acyl-carrier protein] synthase
CNAG_04170,N/A,wd-repeat protein
CNAG_04171,N/A,hypothetical protein
CNAG_04172,N/A,transcription factor C subunit 6
CNAG_04173,N/A,hypothetical protein
CNAG_04174,N/A,Peroxisomal ATPase PEX6
CNAG_04175,N/A,hypothetical protein
CNAG_04176,N/A,hypothetical protein
CNAG_04177,N/A,COP9 signalosome complex subunit 7
CNAG_04178,N/A,hypothetical protein
CNAG_04179,N/A,lysine-tRNA ligase
CNAG_04180,N/A,large subunit ribosomal protein L15
CNAG_04181,N/A,"RNA-binding domain-containing protein, X-linked 2"
CNAG_04182,N/A,hypothetical protein
CNAG_04183,N/A,hypothetical protein
CNAG_04184,N/A,hypothetical protein
CNAG_04185,N/A,hypothetical protein
CNAG_04186,N/A,hypothetical protein
CNAG_04187,N/A,GPI-anchored wall transfer protein 1
CNAG_04188,N/A,O-methyltransferase
CNAG_04189,N/A,"succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial"
CNAG_04190,N/A,DNA topoisomerase I
CNAG_04191,N/A,SCYL protein kinase
CNAG_04192,N/A,phosphoribosylformylglycinamidine synthase
CNAG_04193,N/A,hypothetical protein
CNAG_04194,N/A,protein transporter SEC13
CNAG_04195,N/A,O-methyltransferase
CNAG_04196,N/A,actin binding protein
CNAG_04197,N/A,CMGC/DYRK/YAK protein kinase
CNAG_04198,N/A,hypothetical protein
CNAG_04199,N/A,hypothetical protein
CNAG_04200,N/A,C2 domain-containing protein
CNAG_04201,N/A,hypothetical protein
CNAG_04202,N/A,cytosolic Fe-S cluster assembly factor NAR1
CNAG_04203,N/A,hypothetical protein
CNAG_04204,N/A,transcription elongation factor spt4
CNAG_04205,N/A,bromodomain-containing protein 8
CNAG_04206,N/A,hypothetical protein
CNAG_04207,N/A,homeobox protein cut-like
CNAG_04208,N/A,ataxin-3
CNAG_04209,N/A,voltage-gated potassium channel protein beta-2 subunit
CNAG_04210,N/A,"MFS transporter, SP family, general alpha glucoside:H symporter"
CNAG_04211,N/A,nuclear RNA export factor 1/2
CNAG_04212,N/A,hypothetical protein
CNAG_04213,N/A,signal transducer
CNAG_04215,N/A,sulfate adenylyltransferase
CNAG_04216,N/A,hypothetical protein
CNAG_04217,N/A,phosphoenolpyruvate carboxykinase (ATP)
CNAG_04218,N/A,hypothetical protein
CNAG_04219,N/A,lactoylglutathione lyase
CNAG_04220,N/A,ATP-dependent DNA helicase II subunit 1
CNAG_04221,N/A,"6-phosphofructo-2-kinase/fructose-2, 6- bisphosphatase"
CNAG_04222,N/A,protein SDA1
CNAG_04223,N/A,hypothetical protein
CNAG_04224,N/A,carboxy-terminal domain RNA polymerase II polypeptide A small phosphatase
CNAG_04225,N/A,hypothetical protein
CNAG_04226,N/A,U4/U6.U5 tri-snRNP-associated protein 1
CNAG_04227,N/A,hypothetical protein
CNAG_04228,N/A,"2,4-dienoyl-CoA reductase"
CNAG_04229,N/A,phytanoyl-CoA dioxygenase
CNAG_04230,N/A,hydroxyethylthiazole kinase
CNAG_04231,N/A,hypothetical protein
CNAG_04232,N/A,hypothetical protein
CNAG_04233,N/A,hypothetical protein
CNAG_04234,N/A,hypothetical protein
CNAG_04235,N/A,hypothetical protein
CNAG_04236,N/A,pyridoxal phosphate phosphatase phospho2
CNAG_04237,N/A,hypothetical protein
CNAG_04238,N/A,"peroxisomal 2,4-dienoyl-CoA reductase"
CNAG_04239,N/A,hypothetical protein
CNAG_04240,N/A,hypothetical protein
CNAG_04241,N/A,cytoplasmic protein
CNAG_04242,N/A,hypothetical protein
CNAG_04243,N/A,cell division control protein 24
CNAG_04244,N/A,hypothetical protein
CNAG_04245,N/A,Chitinase
CNAG_04246,N/A,hypothetical protein
CNAG_04247,N/A,"Spindle body protein Sfi1, putative"
CNAG_04248,N/A,ubiquitin thioesterase OTUB1
CNAG_04252,N/A,hypothetical protein
CNAG_04253,N/A,Transmembrane protein
CNAG_04254,N/A,hypothetical protein
CNAG_04255,N/A,hypothetical protein
CNAG_04256,N/A,hypothetical protein
CNAG_04257,N/A,hypothetical protein
CNAG_04258,N/A,ADP-ribosylation factor
CNAG_04259,N/A,H/ACA ribonucleoprotein complex subunit 1
CNAG_04260,N/A,translation initiation factor eIF-2B subunit gamma
CNAG_04261,N/A,hypothetical protein
CNAG_04262,N/A,E3 ubiquitin-protein ligase NRDP1
CNAG_04263,N/A,hypothetical protein
CNAG_04264,N/A,ubiquinone biosynthesis monooxygenase COQ6
CNAG_04265,N/A,hypothetical protein
CNAG_04266,N/A,YEATS domain-containing protein 4
CNAG_04267,N/A,mitochondrial genome maintenance protein
CNAG_04268,N/A,exodeoxyribonuclease III
CNAG_04269,N/A,leucyl aminopeptidase
CNAG_04270,N/A,syntaxin 8
CNAG_04271,N/A,hypothetical protein
CNAG_04272,N/A,CAMK/CAMK1 protein kinase
CNAG_04273,N/A,hypothetical protein
CNAG_04274,N/A,acyl-CoA thioesterase II
CNAG_04275,N/A,Metalloendopeptidase
CNAG_04276,N/A,cytosine-purine permease
CNAG_04277,N/A,hypothetical protein
CNAG_04278,N/A,DNA ligase 1
CNAG_04279,N/A,hypothetical protein
CNAG_04280,N/A,hypothetical protein
CNAG_04281,N/A,hypothetical protein
CNAG_04282,N/A,CMGC/MAPK protein kinase
CNAG_04283,N/A,Integral membrane protein
CNAG_04284,N/A,hypothetical protein
CNAG_04285,N/A,hypothetical protein
CNAG_04286,N/A,"DNA-directed RNA polymerase I, II, and III subunit RPABC3"
CNAG_04287,N/A,mitochondrial import inner membrane translocase subunit
CNAG_04288,N/A,Fe-S protein assembly co-chaperone HscB
CNAG_04289,N/A,hypothetical protein
CNAG_04290,N/A,hypothetical protein
CNAG_04291,N/A,glycosyl-hydrolase
CNAG_04292,N/A,hypothetical protein
CNAG_04293,N/A,vacuolar protein sorting 41
CNAG_04294,N/A,hypothetical protein
CNAG_04295,N/A,hypothetical protein
CNAG_04296,N/A,hypothetical protein
CNAG_04297,N/A,ribonuclease HII
CNAG_04298,N/A,nucleolar complex protein 3
CNAG_04299,N/A,hypothetical protein
CNAG_04300,N/A,hypothetical protein
CNAG_04301,N/A,hypothetical protein
CNAG_04302,N/A,hypothetical protein
CNAG_04303,N/A,E3 ubiquitin-protein ligase bre1
CNAG_04304,N/A,T-complex protein 1 subunit zeta
CNAG_04305,N/A,hypothetical protein
CNAG_04306,N/A,vesicle transporter SFT2B
CNAG_04307,N/A,Urate oxidase
CNAG_04308,N/A,3-hydroxyacyl-CoA dehydrogenase
CNAG_04309,N/A,hypothetical protein
CNAG_04310,N/A,hypothetical protein
CNAG_04311,N/A,charged multivesicular body protein 7
CNAG_04312,N/A,mannose-6-phosphate isomerase
CNAG_04313,N/A,NADPH2 dehydrogenase
CNAG_04314,N/A,NAD kinase
CNAG_04315,N/A,hypothetical protein
CNAG_04316,N/A,NAD kinase
CNAG_04317,N/A,hypothetical protein
CNAG_04318,N/A,telomere length regulation protein
CNAG_04319,N/A,hypothetical protein
CNAG_04320,N/A,polysaccharide synthase Cps1p
CNAG_04321,N/A,hypothetical protein
CNAG_04322,N/A,hypothetical protein
CNAG_04323,N/A,hypothetical protein
CNAG_04324,N/A,hypothetical protein
CNAG_04325,N/A,extradiol ring-cleavage dioxygenase
CNAG_04326,N/A,malate dehydrogenase (oxaloacetate- decarboxylating)
CNAG_04327,N/A,hypothetical protein
CNAG_04328,N/A,ubiquitin-conjugating enzyme E2 I
CNAG_04329,N/A,hypothetical protein
CNAG_04330,N/A,hypothetical protein
CNAG_04331,N/A,hypothetical protein
CNAG_04332,N/A,large subunit ribosomal protein L31
CNAG_04333,N/A,hypothetical protein
CNAG_04334,N/A,hypothetical protein
CNAG_04335,N/A,phosphatidylinositol 4-kinase
CNAG_04336,N/A,single-stranded nucleic acid binding protein
CNAG_04337,N/A,cation diffusion facilitator
CNAG_04338,N/A,cation diffusion facilitator 1
CNAG_04339,N/A,exocyst complex component exo84
CNAG_04340,N/A,hypothetical protein
CNAG_04341,N/A,recyclin-1
CNAG_04342,N/A,hypothetical protein
CNAG_04343,N/A,nicotinamide mononucleotide permease
CNAG_04344,N/A,galactonate dehydratase
CNAG_04345,N/A,specific RNA polymerase II transcription factor
CNAG_04346,N/A,dihydrodipicolinate synthase
CNAG_04347,N/A,Aspartate kinase
CNAG_04348,N/A,chaperone
CNAG_04349,N/A,hypothetical protein
CNAG_04350,N/A,glycerophosphoryl diester phosphodiesterase
CNAG_04351,N/A,methylmalonate-semialdehyde dehydrogenase (acylating)
CNAG_04352,N/A,Putative zinc finger transcription factor
CNAG_04353,N/A,hypothetical protein
CNAG_04354,N/A,exopolyphosphatase
CNAG_04355,N/A,hypothetical protein
CNAG_04356,N/A,TPR repeat-containing protein
CNAG_04357,N/A,hypothetical protein
CNAG_04358,N/A,"iron-sulfur clusters transporter atm1, mitochondrial"
CNAG_04359,N/A,hypothetical protein
CNAG_04360,N/A,tRNA (guanine37-N1)-methyltransferase
CNAG_04361,N/A,hypothetical protein
CNAG_04362,N/A,ATP-dependent RNA helicase DBP5
CNAG_04363,N/A,hypothetical protein
CNAG_04364,N/A,dolichyl-diphosphooligosaccharide-protein glycosyltransferase
CNAG_04365,N/A,ribosome biogenesis protein MAK21
CNAG_04366,N/A,hypothetical protein
CNAG_04367,N/A,hypothetical protein
CNAG_04368,N/A,CD2 antigen cytoplasmic tail-binding protein 2
CNAG_04369,N/A,hypothetical protein
CNAG_04370,N/A,U3 small nucleolar RNA-associated protein 10
CNAG_04371,N/A,WD40 domain-containing protein
CNAG_04372,N/A,"DNA-directed RNA polymerase I, II, and III subunit RPABC2"
CNAG_04373,N/A,alginate lyase
CNAG_04374,N/A,hypothetical protein
CNAG_04375,N/A,hexaprenyl-diphosphate synthase
CNAG_04376,N/A,protein KRI1
CNAG_04377,N/A,vacuolar protein
CNAG_04378,N/A,NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 13
CNAG_04379,N/A,hypothetical protein
CNAG_04380,N/A,peptidase
CNAG_04381,N/A,transcription initiation factor TFIIH subunit 2
CNAG_04382,N/A,hypothetical protein
CNAG_04383,N/A,acetyltransferase
CNAG_04384,N/A,peptidyl-tRNA hydrolase
CNAG_04385,N/A,hypothetical protein
CNAG_04386,N/A,hypothetical protein
CNAG_04387,N/A,thioredoxin-like protein 4A
CNAG_04388,N/A,mitochondrial manganese superoxide dismutase
CNAG_04389,N/A,hypothetical protein
CNAG_04392,N/A,sterol-binding protein
CNAG_04393,N/A,RNA helicase
CNAG_04394,N/A,hypothetical protein
CNAG_04395,N/A,protein BFR2
CNAG_04396,N/A,hypothetical protein
CNAG_04397,N/A,hypothetical protein
CNAG_04398,N/A,specific RNA polymerase II transcription factor
CNAG_04399,N/A,YggS family pyridoxal phosphate enzyme
CNAG_04400,N/A,small subunit ribosomal protein S10
CNAG_04401,N/A,alpha-soluble NSF attachment protein
CNAG_04402,N/A,splicing factor U2AF 35 kDa subunit
CNAG_04403,N/A,CCCH zinc finger protein
CNAG_04404,N/A,hypothetical protein
CNAG_04405,N/A,cyclin H
CNAG_04406,N/A,hypothetical protein
CNAG_04407,N/A,"dynein intermediate chain, cytosolic"
CNAG_04408,N/A,choline kinase
CNAG_04409,N/A,hypothetical protein
CNAG_04410,N/A,endoplasmic reticulum protein
CNAG_04411,N/A,hypothetical protein
CNAG_04412,N/A,hypothetical protein
CNAG_04413,N/A,hypothetical protein
CNAG_04414,N/A,multidrug resistance protein fnx1
CNAG_04415,N/A,oxidoreductase
CNAG_04416,N/A,major facilitator superfamily transporter
CNAG_04417,N/A,"alpha-ketoglutarate-dependent 2,4- dichlorophenoxyacetate dioxygenase"
CNAG_04432,N/A,hypothetical protein
CNAG_04433,N/A,CMGC/DYRK/DYRK2 protein kinase
CNAG_04434,N/A,hypothetical protein
CNAG_04436,N/A,hypothetical protein
CNAG_04437,N/A,"nicotinamide riboside kinase, variant"
CNAG_04438,N/A,hypothetical protein
CNAG_04439,N/A,V-type proton ATPase subunit B
CNAG_04440,N/A,thiamine pyrophosphokinase
CNAG_04441,N/A,"polyadenylate-binding protein, cytoplasmic and nuclear"
CNAG_04442,N/A,hypothetical protein
CNAG_04443,N/A,hypothetical protein
CNAG_04444,N/A,splicing factor 3B subunit 1
CNAG_04445,N/A,small subunit ribosomal protein S7e
CNAG_04446,N/A,hypothetical protein
CNAG_04447,N/A,hypothetical protein
CNAG_04448,N/A,large subunit ribosomal protein L19e
CNAG_04449,N/A,"alpha-1,6-mannosyltransferase"
CNAG_04450,N/A,chromodomain-helicase-DNA-binding protein 1
CNAG_04451,N/A,ribonuclease P/MRP protein subunit POP1
CNAG_04452,N/A,small subunit ribosomal protein S18
CNAG_04453,N/A,inositolphosphorylceramide synthase
CNAG_04454,N/A,hypothetical protein
CNAG_04455,N/A,peroxisomal membrane protein 4
CNAG_04456,N/A,hypothetical protein
CNAG_04457,N/A,hypothetical protein
CNAG_04458,N/A,DNA helicase
CNAG_04459,N/A,hypothetical protein
CNAG_04460,N/A,RNA polymerase II transcription factor
CNAG_04461,N/A,ATP-dependent DNA helicase HFM1/MER3
CNAG_04462,N/A,F-box protein 9
CNAG_04463,N/A,hypothetical protein
CNAG_04465,N/A,small nuclear ribonucleoprotein
CNAG_04466,N/A,hypothetical protein
CNAG_04467,N/A,succinate-semialdehyde dehydrogenase (NADP)
CNAG_04468,N/A,Tartrate dehydrogenase
CNAG_04469,N/A,4-aminobutyrate transaminase
CNAG_04470,N/A,"Haloacid dehalogenase, type II"
CNAG_04471,N/A,FAD dependent oxidoreductase
CNAG_04472,N/A,membrane protein
CNAG_04473,N/A,hypothetical protein
CNAG_04474,N/A,monocarboxylic acid transporter
CNAG_04475,N/A,Phosphoglycerate mutase-like superfamily protein
CNAG_04476,N/A,"hypothetical protein, variant"
CNAG_04478,N/A,hypothetical protein
CNAG_04479,N/A,hypothetical protein
CNAG_04484,N/A,hypothetical protein
CNAG_04485,N/A,long-chain acyl-CoA synthetase
CNAG_04486,N/A,hypothetical protein
CNAG_04487,N/A,transcription regulator
CNAG_04488,N/A,3-ketoacyl-CoA reductase
CNAG_04492,N/A,hypothetical protein
CNAG_04493,N/A,"ubiquitin carboxyl-terminal hydrolase 48, variant"
CNAG_04494,N/A,U1 small nuclear ribonucleoprotein C
CNAG_04495,N/A,hypothetical protein
CNAG_04496,N/A,rab GTPase activator
CNAG_04497,N/A,hypothetical protein
CNAG_04498,N/A,"alpha-1,2-mannosidase"
CNAG_04499,N/A,clathrin light chain
CNAG_04500,N/A,hypothetical protein
CNAG_04501,N/A,anthranilate synthase/indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
CNAG_04502,N/A,hypothetical protein
CNAG_04503,N/A,hypothetical protein
CNAG_04504,N/A,"hypothetical protein, variant"
CNAG_04505,N/A,guanine nucleotide-binding protein subunit alpha
CNAG_04506,N/A,hypothetical protein
CNAG_04507,N/A,hypothetical protein
CNAG_04508,N/A,hypothetical protein
CNAG_04509,N/A,hypothetical protein
CNAG_04510,N/A,vacuolar protein-sorting-associated protein 4
CNAG_04511,N/A,hypothetical protein
CNAG_04512,N/A,hypothetical protein
CNAG_04513,N/A,DNA-directed RNA polymerase III subunit RPC2
CNAG_04514,N/A,CMGC/MAPK protein kinase
CNAG_04515,N/A,hypothetical protein
CNAG_04516,N/A,WSC domain-containing protein
CNAG_04517,N/A,hypothetical protein
CNAG_04518,N/A,hypothetical protein
CNAG_04519,N/A,D-serine dehydratase
CNAG_04520,N/A,D-aminoacylase
CNAG_04521,N/A,oxidoreductase
CNAG_04522,N/A,hypothetical protein
CNAG_04523,N/A,"glyceraldehyde-3-phosphate dehydrogenase, type I"
CNAG_04524,N/A,zinc metalloprotease
CNAG_04525,N/A,glycosylphosphatidylinositol transamidase
CNAG_04526,N/A,hypothetical protein
CNAG_04527,N/A,hypothetical protein
CNAG_04528,N/A,hypothetical protein
CNAG_04529,N/A,cytochrome c oxidase-assembly factor COX16
CNAG_04530,N/A,DNA-binding protein
CNAG_04531,N/A,Enoyl-CoA hydratase
CNAG_04534,N/A,hypothetical protein
CNAG_04535,N/A,Tartrate dehydrogenase
CNAG_04536,N/A,nicotinamide mononucleotide permease
CNAG_04537,N/A,hypothetical protein
CNAG_04538,N/A,ubiquitin-like modifier-activating enzyme ATG7
CNAG_04539,N/A,mitochondrial protein required for respiration
CNAG_04540,N/A,translocation protein Sec62
CNAG_04541,N/A,cleavage stimulation factor subunit 2
CNAG_04544,N/A,hypothetical protein
CNAG_04545,N/A,"CTD kinase subunit gamma, variant"
CNAG_04546,N/A,multidrug transporter
CNAG_04548,N/A,hypothetical protein
CNAG_04551,N/A,hypothetical protein
CNAG_04552,N/A,putative myo-inositol transporter
CNAG_04553,N/A,hypothetical protein
CNAG_04556,N/A,translocation protein Sec62
CNAG_04557,N/A,cleavage stimulation factor subunit 2
CNAG_04558,N/A,hypothetical protein
CNAG_04561,N/A,monooxygenase
CNAG_04562,N/A,hypothetical protein
CNAG_04563,N/A,fungal specific transcription factor
CNAG_04564,N/A,phytanoyl-CoA dioxygenase
CNAG_04565,N/A,hypothetical protein
CNAG_04566,N/A,beta-flanking protein
CNAG_04567,N/A,drug transporter
CNAG_04570,N/A,hypothetical protein
CNAG_04571,N/A,dimethyladenosine transferase
CNAG_04574,N/A,"dolichyl-phosphate mannosyltransferase polypeptide 2, regulatory subunit"
CNAG_04575,N/A,G2/mitotic-specific cyclin 1/2
CNAG_04576,N/A,hypothetical protein
CNAG_04577,N/A,Nucleoside-diphosphate kinase
CNAG_04579,N/A,"Alpha-1,2-mannosyltransferase"
CNAG_04580,N/A,RNA helicase
CNAG_04581,N/A,hypothetical protein
CNAG_04582,N/A,hypothetical protein
CNAG_04583,N/A,hypothetical protein
CNAG_04584,N/A,poly(rC)-binding protein 2/3/4
CNAG_04585,N/A,hypothetical protein
CNAG_04586,N/A,LIM-homeobox protein
CNAG_04587,N/A,hypothetical protein
CNAG_04588,N/A,hypothetical protein
CNAG_04589,N/A,hypothetical protein
CNAG_04590,N/A,hypothetical protein
CNAG_04591,N/A,hypothetical protein
CNAG_04592,N/A,hypothetical protein
CNAG_04593,N/A,hypothetical protein
CNAG_04594,N/A,hypothetical protein
CNAG_04595,N/A,hypothetical protein
CNAG_04596,N/A,"prolyl endopeptidase, variant"
CNAG_04597,N/A,hypothetical protein
CNAG_04598,N/A,hypothetical protein
CNAG_04599,N/A,3-methyl-2-oxobutanoate hydroxymethyltransferase
CNAG_04600,N/A,DNA topoisomerase III
CNAG_04601,N/A,glycine hydroxymethyltransferase
CNAG_04602,N/A,hypothetical protein
CNAG_04603,N/A,replication fork protection complex subunit Csm3/Swi3
CNAG_04604,N/A,tryptophan-tRNA ligase
CNAG_04605,N/A,C-3 sterol dehydrogenase
CNAG_04606,N/A,hypothetical protein
CNAG_04607,N/A,hypothetical protein
CNAG_04608,N/A,signal peptidase I
CNAG_04609,N/A,argonaute
CNAG_04610,N/A,hypothetical protein
CNAG_04611,N/A,ubiquitin-conjugating enzyme E2 H
CNAG_04612,N/A,hypothetical protein
CNAG_04613,N/A,"ATP-binding cassette, subfamily F, member 3"
CNAG_04614,N/A,hypothetical protein
CNAG_04615,N/A,L-aminoadipate-semialdehyde dehydrogenase
CNAG_04616,N/A,hypothetical protein
CNAG_04617,N/A,OPT family small oligopeptide transporter
CNAG_04618,N/A,"hypothetical protein, variant"
CNAG_04619,N/A,prolyl oligopeptidase
CNAG_04620,N/A,hypothetical protein
CNAG_04621,N/A,glycogen(starch) synthase
CNAG_04622,N/A,endoplasmic reticulum protein
CNAG_04623,N/A,hypothetical protein
CNAG_04625,N/A,cerevisin
CNAG_04626,N/A,hypothetical protein
CNAG_04627,N/A,COP9 signalosome complex subunit 12
CNAG_04628,N/A,translation initiation factor 6
CNAG_04629,N/A,Mob1 family protein
CNAG_04630,N/A,hypothetical protein
CNAG_04631,N/A,ribitol kinase
CNAG_04632,N/A,uracil permease
CNAG_04633,N/A,hypothetical protein
CNAG_04634,N/A,hypothetical protein
CNAG_04635,N/A,endopeptidase
CNAG_04636,N/A,metacaspase-1
