Short,Species,Strain,Group,TaxonGroup,Protein_Source,Protein_Accession,Taxon_ID,Genome_Source,Genome_Accession,GFF3_Source,GFF3_Accession
Batrdend,Batrachochytrium dendrobatidis,JAM81,IN,Zoosporic,uniprot,UP000007241,684364,ncbi,GCA_000203795.2,,
Spizpunc,Spizellomyces punctatus,DAOM BR117,IN,Zoosporic,uniprot,UP000053201,645134,ncbi,GCA_000182565.2,,
Syncendo,Synchytrium endobioticum,,IN,Zoosporic,uniprot,UP000317494,286115,ncbi,GCA_006535955.1,,
Cateangu,Catenaria anguillulae,PL171,IN,Zoosporic,uniprot,UP000193411,765915,ncbi,GCA_002102555.1,,
Scer,Saccharomyces cerevisiae,S288C,OUT,Dikarya,uniprot,UP000002311,559292,ncbi,GCA_000146045.2,,
Ncra,Neurospora crassa,OR74A,OUT,Dikarya,uniprot,UP000001805,367110,ncbi,GCA_000182925.2,,
Anid,Aspergillus nidulans,FGSC A4,OUT,Dikarya,uniprot,UP000000560,227321,ncbi,GCA_000011425.1,,
Spom,Schizosaccharomyces pombe,972h,OUT,Dikarya,uniprot,UP000002485,284812,ncbi,GCA_000002945.2,,
Ccin,Coprinopsis cinerea,Okayama-7/130,OUT,Dikarya,uniprot,UP000001861,240176,ncbi,GCA_000182895.1,,
