GROUP,Species,Strain,Protein,DNA,GFF3,Short,TaxonGroup
DISCOVERY_TARGET,Schizophyllum commune,H4-8,Scom.pep.fa,Scom.dna.fa,Scom.gff3,Scom,Agaricales
DISCOVERY_TARGET,Coprinopsis cinerea,Okayama7#130,Ccin.pep.fa,Ccin.dna.fa,Ccin.gff3,Ccin,Agaricales
DISCOVERY_TARGET,Agaricus bisporus var. burnettii,JB137-S8,Agbi.pep.fa,Agbi.dna.fa,Agbi.gff3,Agbi,Agaricales
NEAR_INGROUP,Laccaria bicolor,S238N-H82,Lbic.pep.fa,Lbic.dna.fa,Lbic.gff3,Lbic,Agaricales
DISCOVERY_OUT,Cryptococcus neoformans,H99,Cneo.pep.fa,Cneo.dna.fa,Cneo.gff3,Cneo,Tremellomycetes
DISCOVERY_OUT,Ustilago maydis,521,Umay.pep.fa,Umay.dna.fa,Umay.gff3,Umay,Ustilaginomycotina
DISCOVERY_OUT,Rhodotorula toruloides,NP11,Rtor.pep.fa,Rtor.dna.fa,Rtor.gff3,Rtor,Pucciniomycotina
BROAD_OUTGROUP,Neurospora crassa,OR74A,Ncra.pep.fa,Ncra.dna.fa,Ncra.gff3,Ncra,Pezizomycotina
