Short,Species,Strain,Group,TaxonGroup,Protein_Source,Protein_Accession,Taxon_ID,Genome_Source,Genome_Accession,GFF3_Source,GFF3_Accession
Ub56,Lachnospiraceae sp.,UHM1088.41098__UHM1088.41098_R.bin.56,OUT,Lachnospiraceae,local_faa,/bigdata/stajichlab/jpere468/unknown_tree/clade1_faa/UHM1088.41098__UHM1088.41098_R.bin.56.faa,,local_genome,/bigdata/stajichlab/jpere468/drep_herptile_95/high_quality_genomes/UHM1088.41098__UHM1088.41098_R.bin.56.fa,,
Ub85,Lachnospiraceae sp.,UHM1210.23070__UHM1210.23070_R.bin.85,OUT,Lachnospiraceae,local_faa,/bigdata/stajichlab/jpere468/unknown_tree/clade1_faa/UHM1210.23070__UHM1210.23070_R.bin.85.faa,,local_genome,/bigdata/stajichlab/jpere468/drep_herptile_95/high_quality_genomes/UHM1210.23070__UHM1210.23070_R.bin.85.fa,,
Ub22,Lachnospiraceae sp.,UHM896.23052__UHM896.23052_R.bin.22,OUT,Lachnospiraceae,local_faa,/bigdata/stajichlab/jpere468/unknown_tree/clade1_faa/UHM896.23052__UHM896.23052_R.bin.22.faa,,local_genome,/bigdata/stajichlab/jpere468/drep_herptile_95/high_quality_genomes/UHM896.23052__UHM896.23052_R.bin.22.fa,,
Ub119,Lachnospiraceae sp.,UHM904.23055__UHM904.23055_R.bin.119,OUT,Lachnospiraceae,local_faa,/bigdata/stajichlab/jpere468/unknown_tree/clade1_faa/UHM904.23055__UHM904.23055_R.bin.119.faa,,local_genome,/bigdata/stajichlab/jpere468/drep_herptile_95/high_quality_genomes/UHM904.23055__UHM904.23055_R.bin.119.fa,,
Ub71,Lachnospiraceae sp.,UHM207.23041__UHM207.23041_R.bin.71,IN,Lachnospiraceae,local_faa,/bigdata/stajichlab/jpere468/unknown_tree/lachno_ingroup_faa/UHM207.23041__UHM207.23041_R.bin.71.faa,,local_genome,/bigdata/stajichlab/jpere468/drep_herptile_95/high_quality_genomes/UHM207.23041__UHM207.23041_R.bin.71.fa,,
Lsp1,Lacrimispora sp.,,IN,Lachnospiraceae,local_faa,/bigdata/stajichlab/jpere468/unknown_tree/lachno_ingroup_faa/GCF_000687555.1.faa,,ncbi,GCF_000687555.1,,
Lsph,Lacrimispora sphenoides,,IN,Lachnospiraceae,local_faa,/bigdata/stajichlab/jpere468/unknown_tree/lachno_ingroup_faa/GCF_002797975.1.faa,,ncbi,GCF_002797975.1,,
Easp,Enterocloster asparagiformis,,IN,Lachnospiraceae,local_faa,/bigdata/stajichlab/jpere468/unknown_tree/lachno_ingroup_faa/GCF_025149125.1.faa,,ncbi,GCF_025149125.1,,
Cami,[Clostridium] aminophilum,,IN,Lachnospiraceae,local_faa,/bigdata/stajichlab/jpere468/unknown_tree/lachno_ingroup_faa/GCF_900112885.1.faa,,ncbi,GCF_900112885.1,,
