Short,Species,Strain,Group,TaxonGroup,Protein_Source,Protein_Accession,Taxon_ID,Genome_Source,Genome_Accession,GFF3_Source,GFF3_Accession
Ccin,Coprinopsis cinerea,Okayama-7/130,IN,Agaricomycotina,uniprot,UP000001861,240176,ncbi,GCA_000182895.1,,
Agbis,Agaricus bisporus var. burnettii,JB137-S8,IN,Agaricomycotina,uniprot,UP000008493,597362,ncbi,GCA_000300555.1,,
CneoH99,Cryptococcus neoformans,H99,OUT,Tremellomycetes,uniprot,UP000010091,235443,ncbi,GCA_000149245.3,,
Tremes,Tremella mesenterica,,OUT,Tremellomycetes,uniprot,UP000289152,5217,ncbi,GCA_004117975.1,,
